date,Surface Skin temperature,Evapotranspiration,Groundwater storage,Near surface air temperature,Plant canopy,Rain precipitation rate,Snow precipitation rate,Terrestrial water storage,Total precipitation rate
1/1/1980,281.113129,1.41E-05,859.960144,281.121124,0.019240458,1.67E-05,1.13E-08,1162.8103,1.67E-05
2/1/1980,281.0242,1.44E-05,860.083496,281.113068,0.010420669,1.63E-05,0,1162.92786,1.63E-05
3/1/1980,282.203888,1.74E-05,860.113708,282.33255,0.017188322,1.30E-05,1.39E-07,1162.67981,1.31E-05
4/1/1980,283.877747,1.78E-05,860.370422,284.028809,0.030634312,9.73E-05,2.17E-08,1165.18665,9.73E-05
5/1/1980,279.133453,1.21E-05,861.706299,279.045532,0.013161774,8.31E-06,1.13E-06,1167.75171,9.44E-06
6/1/1980,277.458344,1.22E-05,862.551025,277.314178,0.007854991,3.34E-06,5.44E-07,1167.22656,3.88E-06
7/1/1980,282.059814,1.95E-05,862.831787,282.262177,0.018070512,2.80E-05,9.61E-07,1167.09985,2.90E-05
8/1/1980,285.629761,1.47E-05,863.181763,285.721344,0.036192682,4.35E-05,1.73E-10,1168.15686,4.35E-05
9/1/1980,284.506317,1.40E-05,864.156921,284.541534,0.057045199,9.30E-05,1.94E-08,1172.34631,9.30E-05
10/1/1980,282.530304,1.18E-05,865.986145,282.480865,0.036270496,3.06E-05,2.49E-07,1175.77771,3.09E-05
11/1/1980,284.715729,1.52E-05,867.808228,284.819519,0.042000752,6.63E-05,1.66E-07,1178.20142,6.64E-05
12/1/1980,281.153534,2.43E-05,869.826599,281.142212,0.017160997,5.90E-05,2.13E-06,1181.17493,6.12E-05
13/1/1980,282.136292,1.93E-05,871.542419,282.238617,0.012189898,2.89E-05,3.66E-06,1182.81348,3.25E-05
14/1/1980,283.587402,1.11E-05,873.305054,283.514862,0.062297259,9.32E-05,4.55E-08,1186.19861,9.32E-05
15/1/1980,282.450012,1.16E-05,875.7276,282.412018,0.018224545,2.17E-05,4.48E-07,1189.41284,2.22E-05
16/1/1980,283.635956,1.60E-05,877.345398,283.638824,0.014985883,1.81E-05,8.15E-08,1189.65076,1.82E-05
17/1/1980,287.029999,1.74E-05,878.687927,287.152771,0.040707558,0.00011205,0,1192.85339,0.00011205
18/1/1980,284.206573,1.77E-05,881.29248,284.180634,0.026369495,0.000106796,4.73E-08,1198.5979,0.000106844
19/1/1980,283.387482,1.67E-05,884.239075,283.424866,0.011135557,5.20E-06,4.10E-08,1201.06482,5.24E-06
20/1/1980,284.022552,2.04E-05,885.734619,284.336517,0.007214959,1.46E-05,5.03E-08,1200.20227,1.47E-05
21/1/1980,283.141113,1.84E-05,886.192749,283.094574,0.003715142,1.26E-06,5.84E-09,1198.87134,1.26E-06
22/1/1980,284.274109,1.92E-05,886.634216,284.356873,0.024328463,0.000153434,2.81E-06,1202.30115,0.00015624
23/1/1980,280.910706,2.15E-05,888.656189,280.804688,0.017698236,6.52E-05,1.06E-05,1208.02649,7.58E-05
24/1/1980,277.368195,2.21E-05,890.159241,277.313416,0.004809348,1.22E-07,9.04E-09,1208.95898,1.31E-07
25/1/1980,282.57489,1.93E-05,890.628784,282.652008,0.011359415,1.42E-05,0,1207.60962,1.42E-05
26/1/1980,282.973816,1.93E-05,890.929993,283.035767,0.024558943,6.13E-05,1.15E-09,1208.73926,6.13E-05
27/1/1980,284.298981,1.40E-05,891.866699,284.17807,0.048439417,8.90E-05,3.38E-07,1212.79834,8.94E-05
28/1/1980,281.448029,1.15E-05,893.461792,281.221069,0.018989088,6.70E-06,1.21E-07,1215.26697,6.82E-06
29/1/1980,281.399597,1.76E-05,894.55719,281.321686,0.014467548,3.86E-05,4.13E-07,1215.86963,3.90E-05
30/1/1980,280.139465,1.49E-05,895.330627,279.94577,0.007411863,3.76E-06,8.61E-07,1215.91187,4.62E-06
31/1/1980,281.183533,2.13E-05,895.857849,281.213776,0.015897028,4.27E-05,1.29E-05,1216.62415,5.56E-05
1/2/1980,274.483185,2.22E-05,896.250305,274.206268,0.002909094,5.44E-07,1.63E-06,1216.80811,2.17E-06
2/2/1980,273.18161,1.61E-05,896.306519,272.932648,0.014554403,1.57E-05,4.37E-06,1215.83044,2.01E-05
3/2/1980,274.330017,1.65E-05,896.379089,274.131348,0.004680059,4.47E-07,7.48E-09,1214.99438,4.54E-07
4/2/1980,275.843384,2.01E-05,896.188293,275.821991,0.00715922,1.43E-05,7.12E-06,1214.20166,2.15E-05
5/2/1980,276.363037,1.72E-05,895.956055,276.376648,0.00799725,3.42E-06,4.10E-06,1213.52307,7.53E-06
6/2/1980,279.823792,1.86E-05,895.731262,279.963684,0.017643161,2.09E-05,1.69E-06,1213.00525,2.26E-05
7/2/1980,278.335419,1.74E-05,895.582825,278.171539,0.014928225,1.66E-05,5.21E-07,1212.85828,1.72E-05
8/2/1980,278.680023,1.95E-05,895.398438,278.61676,0.005865646,8.11E-06,6.62E-08,1212.27124,8.18E-06
9/2/1980,280.532593,1.82E-05,895.167114,280.548157,0.013239548,4.01E-05,5.15E-06,1212.45703,4.52E-05
10/2/1980,279.660919,1.88E-05,895.431824,279.516418,0.0147368,2.05E-05,9.15E-06,1213.33533,2.97E-05
11/2/1980,277.859711,1.37E-05,895.599854,277.601624,0.006980387,6.48E-06,0,1213.28064,6.48E-06
12/2/1980,278.276978,1.97E-05,895.388916,278.161255,0.004121244,9.80E-07,2.49E-10,1212.02783,9.80E-07
13/2/1980,278.700134,1.78E-05,894.869629,278.528351,0.002879664,1.49E-06,0,1210.48645,1.49E-06
14/2/1980,281.823853,2.20E-05,894.247375,281.975677,0.006517918,1.01E-05,2.44E-06,1209.38208,1.26E-05
15/2/1980,284.230316,2.56E-05,893.590149,284.46405,0.006361714,1.00E-05,8.61E-10,1208.13062,1.00E-05
16/2/1980,283.187378,2.21E-05,892.994995,283.110016,0.015116531,6.65E-05,1.87E-06,1208.56653,6.84E-05
17/2/1980,278.792206,2.03E-05,893.059631,278.509094,0.006148796,1.65E-05,1.34E-06,1209.78918,1.78E-05
18/2/1980,277.92038,2.07E-05,893.02533,277.682892,0.009111445,2.19E-05,2.59E-07,1209.5863,2.22E-05
19/2/1980,282.369263,2.28E-05,892.880554,282.494812,0.007964529,1.02E-05,2.19E-08,1208.94458,1.02E-05
20/2/1980,284.011902,2.01E-05,892.547607,283.894623,0.008257311,6.42E-06,1.69E-09,1207.62744,6.42E-06
21/2/1980,286.400574,2.25E-05,892.062866,286.375488,0.010906234,4.48E-06,1.85E-09,1206.26001,4.48E-06
22/2/1980,287.508179,2.92E-05,891.566345,287.540314,0.020900395,7.67E-05,0,1206.87427,7.67E-05
23/2/1980,286.946442,2.52E-05,891.816772,286.894501,0.014115236,4.26E-05,4.58E-08,1208.76538,4.26E-05
24/2/1980,287.584229,2.38E-05,892.17749,287.565704,0.020781022,2.62E-05,0,1209.21863,2.62E-05
25/2/1980,283.876251,2.48E-05,892.345154,283.771088,0.010414545,1.87E-05,8.90E-09,1208.82983,1.87E-05
26/2/1980,278.143066,2.55E-05,892.075684,277.871857,0.004881279,4.47E-06,6.92E-07,1207.20605,5.16E-06
27/2/1980,279.092224,3.31E-05,891.615173,279.122467,0.008136706,2.00E-05,2.53E-07,1206.02991,2.02E-05
28/2/1980,283.385132,3.30E-05,890.88678,283.507996,0.007499889,2.11E-05,2.90E-07,1204.57263,2.14E-05
29/2/1980,284.597778,2.88E-05,890.205261,284.52597,0.006019258,4.28E-05,2.26E-08,1204.04517,4.28E-05
1/3/1980,281.956421,2.30E-05,890.019348,281.919159,0.025402473,9.87E-05,4.45E-06,1206.96216,0.000103101
2/3/1980,274.620819,2.83E-05,891.08374,274.03598,0.014543217,5.24E-05,6.49E-05,1213.19604,0.000117259
3/3/1980,272.639526,3.59E-05,892.353638,272.238373,0.011174389,3.62E-05,1.81E-05,1216.78796,5.43E-05
4/3/1980,279.286743,2.86E-05,893.998901,279.564667,0.011828633,1.45E-05,6.63E-07,1216.43616,1.52E-05
5/3/1980,286.708344,2.55E-05,895.968384,286.869995,0.038199939,0.000225762,1.97E-08,1221.68958,0.000225782
6/3/1980,285.649292,2.24E-05,899.654358,285.43338,0.020222982,8.64E-06,8.55E-08,1227.22217,8.73E-06
7/3/1980,287.812836,2.91E-05,901.644348,287.919678,0.021558015,8.13E-06,1.39E-08,1225.68127,8.14E-06
8/3/1980,290.89212,2.82E-05,902.499756,290.940186,0.027251972,0.000120986,0,1226.91211,0.000120986
9/3/1980,289.596802,2.37E-05,904.04071,289.380981,0.023654973,7.35E-05,0,1230.78162,7.35E-05
10/3/1980,287.842621,3.14E-05,905.875366,287.978394,0.032241508,0.000159499,1.36E-08,1237.15845,0.000159513
11/3/1980,286.141693,3.35E-05,908.170044,286.059265,0.004689017,1.08E-06,1.24E-07,1239.91663,1.20E-06
12/3/1980,284.531372,3.37E-05,909.709167,284.596619,0.018401479,0.000111461,2.43E-06,1240.67334,0.000113887
13/3/1980,287.732544,2.76E-05,912.261108,287.59906,0.049046386,0.000199451,1.12E-06,1248.30896,0.00020057
14/3/1980,283.535187,3.18E-05,915.965698,283.358978,0.009644585,1.16E-05,2.93E-07,1252.60242,1.19E-05
15/3/1980,283.234619,4.13E-05,917.755615,283.277008,0.001461131,1.50E-08,0,1250.01392,1.50E-08
16/3/1980,287.036499,3.71E-05,917.91095,287.152374,0.005700318,2.22E-05,0,1247.27905,2.22E-05
17/3/1980,289.587646,3.34E-05,918.30896,289.691864,0.023248572,0.000235761,5.30E-10,1250.56213,0.000235761
18/3/1980,286.133759,3.27E-05,920.316833,285.890533,0.020904927,8.70E-05,5.52E-07,1255.92883,8.76E-05
19/3/1980,285.858917,3.51E-05,921.956177,285.898224,0.008427503,4.70E-05,2.68E-08,1257.72314,4.70E-05
20/3/1980,289.502838,2.63E-05,923.093567,289.531555,0.042316627,7.80E-05,9.93E-08,1258.66406,7.81E-05
21/3/1980,287.993988,3.80E-05,924.28241,287.923889,0.023674628,8.90E-05,0,1260.67847,8.90E-05
22/3/1980,283.15097,4.54E-05,924.905457,283.101624,0.002324759,2.06E-06,1.32E-07,1259.75647,2.20E-06
23/3/1980,284.702271,4.27E-05,924.398682,284.767151,0.00393952,9.44E-06,2.95E-11,1256.44543,9.44E-06
24/3/1980,288.70755,3.61E-05,923.594116,288.846558,0.018211126,8.90E-05,6.35E-08,1255.41272,8.91E-05
25/3/1980,287.91745,3.23E-05,923.487793,287.651733,0.011741384,3.16E-05,5.75E-10,1256.08191,3.16E-05
26/3/1980,287.26712,2.72E-05,923.305542,287.134125,0.013404264,9.10E-06,1.95E-10,1254.91772,9.10E-06
27/3/1980,288.257996,2.98E-05,922.753235,288.103882,0.024120247,1.82E-05,1.20E-09,1253.44263,1.82E-05
28/3/1980,289.259918,2.89E-05,923.025635,289.189148,0.043814641,0.000322615,5.33E-07,1259.70471,0.000323148
29/3/1980,291.03894,2.57E-05,926.119568,290.860107,0.050120127,0.000109881,0,1267.802,0.000109881
30/3/1980,290.680725,3.13E-05,929.287659,290.633453,0.052152012,0.000355561,0,1278.57507,0.000355562
31/3/1980,287.251923,3.62E-05,934.18988,287.007568,0.012225224,1.45E-05,0,1286.29211,1.45E-05
1/4/1980,288.308105,3.47E-05,936.691467,288.232544,0.011853197,1.58E-05,0,1284.09058,1.58E-05
2/4/1980,289.72699,3.92E-05,937.36853,289.793274,0.015280358,2.73E-05,0,1282.10242,2.73E-05
3/4/1980,289.987579,4.53E-05,937.122803,290.035583,0.011712047,1.44E-05,0,1279.54919,1.44E-05
4/4/1980,290.422668,4.27E-05,936.274414,290.504486,0.010276876,2.47E-05,0,1276.80115,2.47E-05
5/4/1980,287.821136,4.12E-05,935.381897,287.664917,0.007199636,2.67E-05,0,1274.75562,2.67E-05
6/4/1980,287.661499,4.94E-05,934.479004,287.820679,0.003848949,4.33E-06,0,1272.07812,4.33E-06
7/4/1980,289.731964,4.58E-05,933.214661,289.857941,0.025181575,6.54E-05,0,1269.95105,6.54E-05
8/4/1980,290.176239,4.13E-05,932.568542,290.120331,0.01575554,5.80E-05,0,1270.47339,5.80E-05
9/4/1980,290.715668,4.89E-05,932.216858,290.779236,0.013248887,3.99E-05,0,1270.11914,3.99E-05
10/4/1980,289.112946,5.24E-05,931.907166,289.112457,0.00954241,7.03E-05,2.51E-09,1268.95605,7.03E-05
11/4/1980,289.633759,5.43E-05,931.529724,289.898285,0.009228794,1.67E-05,0,1266.57446,1.67E-05
12/4/1980,290.259583,4.84E-05,930.458679,290.395996,0.004808194,5.08E-06,0,1262.53064,5.08E-06
13/4/1980,292.396027,3.88E-05,929.66864,292.372162,0.05587649,0.000213046,0,1264.27588,0.000213046
14/4/1980,290.473846,4.26E-05,930.233032,290.362701,0.021780975,7.37E-05,0,1267.61694,7.37E-05
15/4/1980,287.526245,4.63E-05,930.457397,287.376923,0.018143712,3.65E-05,1.22E-08,1267.29285,3.66E-05
16/4/1980,288.88504,5.65E-05,929.729919,288.952454,0.006198569,2.06E-05,0,1264.70642,2.06E-05
17/4/1980,288.333893,5.06E-05,928.40979,288.354431,0.004539634,9.07E-06,0,1260.97974,9.07E-06
18/4/1980,289.995331,4.93E-05,927.030945,290.114838,0.010763869,4.04E-05,0,1257.89819,4.04E-05
19/4/1980,290.483673,4.79E-05,926.00647,290.556519,0.028181506,0.00014169,0,1259.17871,0.00014169
20/4/1980,290.332489,5.01E-05,925.897217,290.381348,0.017555019,3.66E-05,0,1260.87097,3.66E-05
21/4/1980,291.536407,6.00E-05,925.419434,291.734283,0.02073542,5.35E-05,0,1259.45605,5.35E-05
22/4/1980,292.297974,6.06E-05,924.606384,292.460083,0.007574806,5.12E-06,0,1256.34314,5.12E-06
23/4/1980,293.838989,6.62E-05,923.204468,294.274475,0.012537685,1.71E-05,0,1251.55322,1.71E-05
24/4/1980,293.626312,5.52E-05,921.677551,293.771484,0.030261483,0.000119793,0,1250.38428,0.000119793
25/4/1980,293.15213,5.07E-05,921.392456,293.160614,0.027392583,6.16E-05,0,1251.3938,6.16E-05
26/4/1980,291.919037,4.92E-05,921.44043,291.871735,0.021191096,0.000105431,0,1251.1283,0.000105431
27/4/1980,292.744995,4.80E-05,921.383362,292.767181,0.02222201,5.41E-05,0,1250.69043,5.41E-05
28/4/1980,291.385345,4.69E-05,921.102905,291.22467,0.024657978,2.91E-05,0,1249.30261,2.91E-05
29/4/1980,291.600555,5.29E-05,920.490906,291.579498,0.026302036,6.84E-05,0,1248.0127,6.84E-05
30/4/1980,291.852142,5.27E-05,919.698975,291.850555,0.011963996,1.15E-05,0,1245.72827,1.15E-05
1/5/1980,291.99823,4.21E-05,918.413208,291.903625,0.019178031,2.12E-05,0,1242.57141,2.12E-05
2/5/1980,292.143555,4.15E-05,917.232788,291.989105,0.022028482,4.27E-05,0,1241.30481,4.27E-05
3/5/1980,292.651184,3.98E-05,916.319702,292.638519,0.037977386,3.94E-05,0,1240.51416,3.94E-05
4/5/1980,292.690613,4.59E-05,915.446289,292.554291,0.014858237,5.49E-06,0,1238.44727,5.49E-06
5/5/1980,293.577606,4.79E-05,914.091553,293.595642,0.02915307,3.53E-05,0,1235.67029,3.53E-05
6/5/1980,293.453461,4.87E-05,912.734131,293.401703,0.023000857,4.32E-05,0,1234.22473,4.32E-05
7/5/1980,294.163879,4.86E-05,911.490784,294.142761,0.031021761,3.97E-05,0,1232.84888,3.97E-05
8/5/1980,292.435059,4.52E-05,910.350952,292.412903,0.018896174,1.73E-05,0,1230.64966,1.73E-05
9/5/1980,292.420868,4.14E-05,909.198242,292.217468,0.040467762,7.01E-05,0,1229.88293,7.01E-05
10/5/1980,291.926788,4.91E-05,908.159546,291.870667,0.009844349,4.79E-06,0,1228.51221,4.79E-06
11/5/1980,295.256439,5.28E-05,906.741516,295.302124,0.023521988,5.57E-05,0,1226.39038,5.57E-05
12/5/1980,296.376801,5.45E-05,905.531738,296.392273,0.027054086,6.66E-05,0,1226.20325,6.66E-05
13/5/1980,297.481476,5.28E-05,904.785217,297.589386,0.027847886,2.30E-05,0,1224.78687,2.30E-05
14/5/1980,295.654266,4.90E-05,904.144409,295.646118,0.049351003,0.000115124,0,1224.50586,0.000115124
15/5/1980,295.328522,5.36E-05,904.045715,295.326935,0.023918917,7.48E-06,0,1223.92554,7.48E-06
16/5/1980,295.617645,4.81E-05,903.128906,295.506439,0.02518128,4.68E-05,0,1221.11694,4.68E-05
17/5/1980,295.324036,4.77E-05,902.257812,295.360046,0.024168951,6.52E-05,0,1220.04749,6.52E-05
18/5/1980,296.180023,4.71E-05,901.521362,296.045715,0.037078448,6.35E-05,0,1219.77649,6.35E-05
19/5/1980,297.056274,3.78E-05,901.701355,296.819641,0.077056058,0.000216269,0,1225.53613,0.000216269
20/5/1980,296.09964,4.80E-05,904.039185,296.029694,0.03145735,6.04E-05,0,1231.01038,6.04E-05
21/5/1980,295.95163,5.06E-05,905.333496,295.699707,0.026428342,2.92E-05,0,1229.88806,2.92E-05
22/5/1980,296.4245,5.31E-05,905.471008,296.390045,0.029053642,3.91E-05,0,1227.60596,3.91E-05
23/5/1980,296.453308,5.44E-05,904.970215,296.419373,0.028974105,6.69E-05,0,1225.95825,6.69E-05
24/5/1980,295.791962,5.60E-05,904.269165,295.733063,0.018264541,3.39E-05,0,1224.47192,3.39E-05
25/5/1980,296.046326,5.32E-05,903.267151,296.056702,0.031656731,5.57E-05,0,1222.86365,5.57E-05
26/5/1980,295.7276,5.22E-05,902.431702,295.616943,0.02340092,2.44E-05,0,1221.18494,2.44E-05
27/5/1980,295.940704,5.46E-05,901.312073,295.884491,0.029229622,4.93E-05,0,1219.10583,4.93E-05
28/5/1980,296.101898,5.82E-05,900.295959,296.185455,0.020540543,3.70E-05,0,1217.13794,3.70E-05
29/5/1980,296.392853,5.44E-05,899.166138,296.437988,0.03607706,4.99E-05,0,1215.16174,4.99E-05
30/5/1980,297.566193,5.80E-05,897.869202,297.76532,0.021929186,1.60E-05,0,1212.55615,1.60E-05
31/5/1980,298.08728,5.95E-05,896.0672,298.161255,0.014511998,2.03E-05,0,1208.85437,2.03E-05
1/6/1980,297.086639,5.48E-05,894.006775,297.027466,0.01671043,3.08E-05,0,1205.68579,3.08E-05
2/6/1980,298.245331,5.56E-05,892.04657,298.27066,0.006225755,1.36E-06,0,1202.2644,1.36E-06
3/6/1980,298.891998,5.92E-05,889.78363,298.964111,0.009346523,3.60E-06,0,1197.4491,3.60E-06
4/6/1980,298.226868,5.76E-05,887.445923,298.22049,0.0233167,4.71E-05,0,1194.21741,4.71E-05
5/6/1980,298.501709,5.86E-05,885.537231,298.553009,0.018209796,2.63E-05,0,1192.01099,2.63E-05
6/6/1980,297.583893,6.39E-05,883.539673,297.848633,0.010139437,2.47E-05,0,1188.6709,2.47E-05
7/6/1980,298.505096,5.72E-05,881.321289,298.520935,0.007643889,5.99E-06,0,1184.52344,5.99E-06
8/6/1980,297.559235,5.48E-05,879.01886,297.459839,0.014798895,3.08E-05,0,1181.11377,3.08E-05
9/6/1980,296.828857,4.64E-05,876.983459,296.539642,0.018675286,3.22E-05,0,1179.01404,3.22E-05
10/6/1980,296.740723,6.19E-05,875.370972,296.83551,0.022660511,4.30E-05,0,1177.41296,4.30E-05
11/6/1980,297.061401,6.12E-05,873.745911,297.25705,0.013005605,1.62E-05,0,1174.28064,1.62E-05
12/6/1980,297.169495,5.66E-05,871.834167,297.188751,0.023446569,4.41E-05,0,1171.36816,4.41E-05
13/6/1980,297.294983,6.08E-05,870.029968,297.395233,0.019627832,3.12E-05,0,1169.16907,3.12E-05
14/6/1980,298.263794,6.37E-05,868.090454,298.437744,0.022849511,2.71E-05,0,1166.13599,2.71E-05
15/6/1980,299.245239,6.82E-05,865.891418,299.414215,0.008920178,1.97E-06,0,1161.66956,1.97E-06
16/6/1980,299.676239,6.43E-05,863.20459,299.765564,0.014167542,2.51E-05,0,1156.74866,2.51E-05
17/6/1980,298.60965,5.83E-05,860.668823,298.500092,0.009143048,1.38E-05,0,1152.90906,1.38E-05
18/6/1980,298.8591,6.16E-05,858.09613,299.122925,0.00824762,9.82E-06,0,1148.60449,9.82E-06
19/6/1980,298.697083,4.89E-05,855.604187,298.498199,0.040413506,7.61E-05,0,1146.96082,7.61E-05
20/6/1980,297.92337,5.73E-05,853.955383,297.902649,0.020651182,3.02E-05,0,1146.46216,3.02E-05
21/6/1980,298.552063,5.66E-05,852.08728,298.535736,0.011789823,2.15E-05,0,1143.45386,2.15E-05
22/6/1980,298.802734,6.08E-05,849.974609,298.858429,0.012178101,4.17E-05,0,1140.90894,4.17E-05
23/6/1980,298.88031,5.62E-05,847.912964,298.872864,0.023027843,4.80E-05,0,1139.05505,4.80E-05
24/6/1980,298.766083,6.03E-05,846.147278,298.857666,0.007805224,1.45E-05,0,1136.5332,1.45E-05
25/6/1980,298.89032,5.10E-05,844.640198,298.766968,0.041795172,0.000179984,0,1138.86279,0.000179984
26/6/1980,299.164154,5.69E-05,845.192932,299.190216,0.027880395,5.28E-05,0,1142.93823,5.28E-05
27/6/1980,299.342285,5.84E-05,845.307495,299.18512,0.013525129,1.46E-05,0,1140.77197,1.46E-05
28/6/1980,300.119751,6.44E-05,844.350647,300.257233,0.015156405,1.79E-05,0,1136.72205,1.79E-05
29/6/1980,300.077179,6.22E-05,842.719971,300.108337,0.013719552,1.94E-05,0,1132.73059,1.94E-05
30/6/1980,299.716278,6.15E-05,840.844299,299.79422,0.019309264,3.98E-05,0,1129.77356,3.98E-05
1/7/1980,300.350342,6.03E-05,838.947815,300.410889,0.012623962,1.91E-05,0,1126.76343,1.91E-05
2/7/1980,300.910553,6.52E-05,836.82843,301.21936,0.010219826,1.07E-05,0,1122.68506,1.07E-05
3/7/1980,301.45462,6.55E-05,834.362,301.621735,0.012381392,3.45E-05,0,1118.70801,3.45E-05
4/7/1980,300.841431,5.97E-05,831.880554,300.913483,0.019240512,3.49E-05,0,1115.83984,3.49E-05
5/7/1980,301.73114,6.34E-05,829.495911,301.871826,0.015368758,1.51E-05,0,1112.66479,1.51E-05
6/7/1980,301.619415,5.65E-05,827.150269,301.541718,0.026146254,3.77E-05,0,1109.45056,3.77E-05
7/7/1980,301.291779,5.23E-05,825.119995,301.253052,0.031575657,4.07E-05,0,1107.7926,4.07E-05
8/7/1980,300.740936,5.71E-05,823.365356,300.856201,0.027495511,4.23E-05,0,1106.45032,4.23E-05
9/7/1980,300.78714,6.03E-05,821.644531,300.808502,0.019210251,1.55E-05,0,1103.50806,1.55E-05
10/7/1980,301.742065,5.99E-05,819.711243,301.768341,0.02106336,4.16E-05,0,1100.69739,4.16E-05
11/7/1980,301.853271,5.87E-05,817.750549,301.838959,0.017204575,1.85E-05,0,1097.91589,1.85E-05
12/7/1980,302.111115,5.81E-05,815.687195,302.200104,0.021109844,3.25E-05,0,1094.87256,3.25E-05
13/7/1980,302.228668,7.13E-05,813.504272,302.676117,0.007986167,2.18E-05,0,1091.53259,2.18E-05
14/7/1980,302.263947,6.14E-05,811.055298,302.367065,0.016232913,1.48E-05,0,1087.06665,1.48E-05
15/7/1980,302.160248,6.00E-05,808.596436,302.29248,0.018894645,2.99E-05,0,1083.58008,2.99E-05
16/7/1980,301.556641,5.78E-05,806.286072,301.437195,0.028050449,5.65E-05,0,1081.93152,5.65E-05
17/7/1980,301.779755,5.37E-05,804.339722,301.711792,0.019220658,1.85E-05,0,1080.0177,1.85E-05
18/7/1980,301.663757,5.36E-05,802.514893,301.536163,0.030927982,5.41E-05,0,1078.2428,5.41E-05
19/7/1980,301.292328,5.06E-05,800.970398,301.208282,0.030641617,5.32E-05,0,1077.84949,5.32E-05
20/7/1980,300.609497,4.91E-05,799.866943,300.52182,0.033047542,9.26E-05,0,1079.20593,9.26E-05
21/7/1980,300.746002,5.05E-05,799.490051,300.682098,0.029431358,5.22E-05,0,1080.40796,5.22E-05
22/7/1980,300.593903,5.32E-05,799.176697,300.618042,0.025511868,4.71E-05,0,1080.05469,4.71E-05
23/7/1980,300.549896,4.68E-05,798.885681,300.409973,0.038986381,8.54E-05,0,1080.87012,8.54E-05
24/7/1980,300.408203,4.67E-05,798.926208,300.159546,0.025070725,4.42E-05,0,1082.03772,4.42E-05
25/7/1980,300.388702,4.75E-05,798.884033,300.312164,0.02326688,5.28E-05,0,1081.71069,5.28E-05
26/7/1980,300.576965,4.60E-05,798.805847,300.315216,0.028267188,3.72E-05,0,1081.02576,3.72E-05
27/7/1980,300.610321,4.54E-05,798.609985,300.262543,0.035589013,4.69E-05,0,1080.27991,4.69E-05
28/7/1980,300.65387,4.42E-05,798.451477,300.362335,0.038847067,6.46E-05,0,1080.81311,6.46E-05
29/7/1980,300.443298,4.95E-05,798.527588,300.292694,0.020534117,3.20E-05,0,1080.7085,3.20E-05
30/7/1980,300.588501,5.35E-05,798.259216,300.411865,0.021958284,3.39E-05,0,1078.96606,3.39E-05
31/7/1980,300.913208,5.47E-05,797.615234,300.882019,0.028970638,4.40E-05,0,1077.26843,4.40E-05
1/8/1980,302.223114,5.20E-05,796.818237,302.194305,0.030108457,2.68E-05,0,1075.41223,2.68E-05
2/8/1980,302.055237,5.60E-05,795.856262,301.979614,0.028655993,2.91E-05,0,1073.11658,2.91E-05
3/8/1980,301.370026,5.24E-05,794.750183,301.230804,0.021209979,2.71E-05,0,1070.53906,2.71E-05
4/8/1980,301.571045,5.12E-05,793.515015,301.456635,0.016508041,2.15E-05,0,1067.96753,2.15E-05
5/8/1980,300.952118,5.50E-05,792.11676,300.914856,0.015069785,1.59E-05,0,1065.00342,1.59E-05
6/8/1980,301.43042,5.31E-05,790.495972,301.403687,0.010996386,1.04E-05,0,1061.38135,1.04E-05
7/8/1980,301.496399,5.33E-05,788.658264,301.465118,0.024423674,2.47E-05,0,1058.271,2.47E-05
8/8/1980,301.655182,5.33E-05,786.755005,301.618164,0.017812273,1.55E-05,0,1055.23254,1.55E-05
9/8/1980,301.965424,4.93E-05,784.802856,301.906708,0.037550788,5.23E-05,0,1053.31274,5.23E-05
10/8/1980,301.335449,5.09E-05,783.032837,301.285034,0.011345034,8.28E-06,0,1051.57202,8.28E-06
11/8/1980,300.695007,4.37E-05,781.251221,300.550568,0.032288116,4.42E-05,0,1049.44812,4.42E-05
12/8/1980,300.98053,4.49E-05,779.711914,300.802002,0.023013787,2.53E-05,0,1048.42529,2.53E-05
13/8/1980,301.499725,4.87E-05,778.232178,301.402069,0.023446731,2.31E-05,0,1046.41333,2.31E-05
14/8/1980,301.308533,4.21E-05,776.703064,301.166504,0.026467074,3.09E-05,0,1044.49817,3.09E-05
15/8/1980,301.052185,4.45E-05,775.25769,300.816284,0.022247126,2.35E-05,0,1042.99329,2.35E-05
16/8/1980,301.219116,4.09E-05,773.865356,300.857544,0.025346827,2.89E-05,0,1041.45398,2.89E-05
17/8/1980,301.081268,4.06E-05,772.510193,300.700195,0.023738965,1.87E-05,0,1039.71924,1.87E-05
18/8/1980,300.706879,3.86E-05,771.174072,300.419891,0.027225802,3.38E-05,0,1038.36182,3.38E-05
19/8/1980,300.534851,3.91E-05,770.019348,300.222717,0.033432186,4.04E-05,0,1038.15283,4.04E-05
20/8/1980,301.099304,4.54E-05,769.03949,300.916077,0.030902665,2.86E-05,0,1037.25452,2.86E-05
21/8/1980,301.213837,4.94E-05,768.023987,301.232086,0.02222045,2.17E-05,0,1035.19495,2.17E-05
22/8/1980,301.429352,4.69E-05,766.870789,301.424927,0.019570341,2.94E-05,0,1033.05664,2.94E-05
23/8/1980,300.059143,4.79E-05,765.668457,299.911652,0.012057888,1.37E-05,0,1030.68518,1.37E-05
24/8/1980,299.535034,4.27E-05,764.348389,299.377167,0.021368647,2.65E-05,0,1028.30969,2.65E-05
25/8/1980,299.908417,4.22E-05,763.019409,299.757782,0.022418084,1.29E-05,0,1026.22058,1.29E-05
