date,Evapotranspiration,Groundwater storage,Near surface air temperature,Plant canopy,Rain precipitation rate,Snow precipitation rate,Terrestrial water storage
1/1/1980,1.20E-05,933.959595,276.967102,4.88E-07,2.18E-06,4.40E-07,1285.51807
2/1/1980,8.29E-06,933.50708,279.543549,2.69E-07,2.04E-06,0,1284.83081
3/1/1980,8.49E-06,933.087158,276.49585,8.45E-07,6.00E-06,7.27E-07,1284.34912
4/1/1980,9.06E-06,932.934326,280.669098,2.14E-06,5.90E-05,2.79E-07,1285.65417
5/1/1980,1.05E-05,933.550171,275.782898,1.76E-06,1.83E-05,7.07E-06,1287.60571
6/1/1980,9.84E-06,934.022156,274.435455,1.46E-06,7.03E-06,3.87E-07,1288.23804
7/1/1980,1.42E-05,934.15387,277.823975,9.69E-07,6.80E-06,4.59E-06,1287.8562
8/1/1980,9.52E-06,934.176758,281.630463,2.46E-06,4.85E-05,1.20E-09,1288.23474
9/1/1980,8.25E-06,935.629211,281.808472,3.55E-06,0.000174463,3.89E-09,1296.5675
10/1/1980,7.39E-06,939.436218,276.974854,1.12E-06,1.13E-06,2.15E-07,1302.22266
11/1/1980,1.31E-05,941.809509,279.70105,1.54E-06,2.37E-05,5.01E-07,1301.90247
12/1/1980,2.22E-05,943.356689,278.593109,2.81E-06,9.27E-05,7.50E-06,1304.97595
13/1/1980,2.39E-05,945.225464,275.502502,2.21E-06,2.41E-05,9.19E-06,1307.68115
14/1/1980,3.69E-06,948.169739,282.436066,1.10E-06,0.000260601,2.43E-07,1317.3761
15/1/1980,1.10E-05,954.349121,280.780334,2.03E-06,2.21E-05,7.98E-07,1326.84497
16/1/1980,9.68E-06,958.257874,279.263062,5.25E-07,1.26E-06,3.27E-09,1326.77576
17/1/1980,9.93E-06,960.041748,282.918762,1.74E-06,2.22E-05,0,1326.5824
18/1/1980,1.36E-05,961.733032,281.16275,2.14E-06,0.000199469,0,1332.64844
19/1/1980,1.53E-05,964.894043,276.745819,2.13E-07,2.05E-08,1.13E-08,1337.474
20/1/1980,1.32E-05,966.591675,278.85556,1.58E-06,5.28E-05,8.91E-08,1338.30737
21/1/1980,1.44E-05,967.602356,277.032959,1.95E-07,1.23E-07,0,1338.52942
22/1/1980,1.47E-05,968.055908,277.547913,2.68E-06,8.48E-05,9.76E-06,1340.2395
23/1/1980,1.57E-05,969.048096,275.684998,1.38E-06,8.85E-06,1.02E-05,1342.13416
24/1/1980,2.14E-05,969.239319,274.067657,6.99E-07,6.35E-09,4.38E-08,1341.29492
25/1/1980,1.76E-05,968.832092,278.39502,5.52E-07,3.95E-07,0,1339.3407
26/1/1980,1.15E-05,968.489807,279.621124,1.25E-06,1.80E-05,2.36E-08,1338.66748
27/1/1980,1.50E-05,968.513123,277.586456,3.46E-06,5.56E-05,1.42E-06,1340.18262
28/1/1980,1.23E-05,969.135193,277.137238,9.76E-07,1.57E-06,2.04E-07,1341.1189
29/1/1980,1.38E-05,969.529297,277.424713,2.24E-06,4.85E-05,3.60E-07,1341.8551
30/1/1980,1.40E-05,970.00592,271.999146,3.02E-07,3.34E-07,1.77E-06,1342.297
31/1/1980,1.51E-05,970.377747,276.452515,1.06E-06,2.66E-05,3.18E-05,1343.5094
1/2/1980,2.68E-05,970.483215,268.61499,3.01E-07,9.33E-07,1.40E-06,1343.93164
2/2/1980,1.92E-05,970.087463,268.237396,9.83E-08,9.75E-08,4.35E-07,1341.95789
3/2/1980,1.55E-05,969.621338,267.212006,1.14E-07,0,1.70E-09,1340.46167
4/2/1980,1.74E-05,969.164307,270.613525,1.13E-06,2.13E-05,3.00E-05,1340.75928
5/2/1980,1.56E-05,969.059204,272.071045,1.21E-06,1.15E-07,2.75E-07,1340.82214
6/2/1980,1.26E-05,969.083984,276.266754,1.98E-06,1.92E-05,4.24E-06,1340.21118
7/2/1980,1.24E-05,969.296082,272.655365,1.41E-06,3.54E-06,7.19E-07,1339.97852
8/2/1980,1.46E-05,969.203308,272.688232,5.30E-07,2.89E-08,3.21E-08,1338.91821
9/2/1980,1.39E-05,968.881226,273.528564,1.14E-06,2.58E-05,1.86E-05,1339.25464
10/2/1980,1.64E-05,969.312378,273.446899,1.88E-06,2.45E-05,3.26E-05,1341.69775
11/2/1980,1.21E-05,969.8078,272.067352,1.16E-06,2.97E-07,0,1342.63184
12/2/1980,1.75E-05,970.040222,274.263428,1.13E-06,2.00E-07,4.99E-10,1340.96301
13/2/1980,1.45E-05,969.875549,272.797882,6.23E-07,0,0,1339.49536
14/2/1980,1.86E-05,969.635376,276.830048,1.91E-06,3.38E-05,1.13E-05,1339.73767
15/2/1980,2.17E-05,969.769775,280.117889,8.29E-07,2.64E-07,1.41E-08,1339.59631
16/2/1980,2.05E-05,969.390381,279.142334,2.28E-06,2.73E-05,4.27E-06,1338.45227
17/2/1980,1.90E-05,969.053955,270.48587,6.01E-07,1.73E-06,4.90E-06,1338.19641
18/2/1980,1.81E-05,968.647156,270.320831,5.97E-07,7.05E-09,1.11E-08,1336.9353
19/2/1980,1.97E-05,968.111389,278.848694,8.50E-07,3.01E-06,0,1335.36426
20/2/1980,1.48E-05,967.472717,279.205322,4.95E-07,2.51E-06,6.06E-08,1333.9314
21/2/1980,1.82E-05,966.878906,281.665955,6.12E-07,2.17E-06,1.49E-07,1332.71948
22/2/1980,1.87E-05,966.292908,285.820526,2.73E-06,5.12E-05,0,1332.70825
23/2/1980,2.46E-05,966.419434,284.98645,2.52E-06,7.65E-05,1.04E-06,1335.26978
24/2/1980,2.10E-05,967.181946,284.743103,1.24E-06,4.23E-06,0,1336.03357
25/2/1980,1.77E-05,967.580383,280.272156,2.73E-06,7.73E-05,4.89E-08,1337.29504
26/2/1980,2.24E-05,968.424316,277.563934,2.36E-06,1.39E-05,1.20E-06,1338.80798
27/2/1980,2.93E-05,968.607971,275.313202,4.10E-07,4.07E-07,2.15E-07,1337.29028
28/2/1980,2.33E-05,968.007263,278.222656,1.83E-06,6.93E-06,1.13E-06,1335.16187
29/2/1980,1.96E-05,967.37616,277.136658,2.94E-07,1.31E-07,2.90E-09,1333.52783
1/3/1980,1.89E-05,966.705383,273.279205,1.71E-06,1.96E-05,1.57E-05,1333.25
2/3/1980,2.41E-05,966.553711,269.364624,1.09E-06,1.17E-05,6.50E-05,1335.7738
3/3/1980,4.38E-05,966.732971,270.789032,1.96E-06,7.30E-05,5.53E-05,1340.48926
4/3/1980,2.67E-05,968.212036,276.928375,1.95E-06,1.77E-05,1.51E-06,1341.91931
5/3/1980,1.82E-05,969.738831,282.812256,3.30E-06,5.78E-05,3.30E-07,1341.62769
6/3/1980,2.16E-05,971.076782,281.08374,8.99E-07,4.02E-06,2.34E-07,1342.45703
7/3/1980,2.41E-05,971.248901,282.018066,1.26E-06,4.15E-06,8.12E-08,1340.76672
8/3/1980,2.32E-05,970.942383,286.21817,3.14E-06,6.26E-05,0,1340.72217
9/3/1980,1.96E-05,971.051514,284.38916,3.44E-07,1.24E-07,0,1340.70154
10/3/1980,2.20E-05,970.730042,282.184235,1.83E-06,1.40E-05,3.62E-08,1339.39856
11/3/1980,2.82E-05,970.011475,280.925629,6.92E-07,9.21E-07,2.29E-07,1337.71313
12/3/1980,2.69E-05,969.091248,276.480347,2.11E-06,3.63E-05,1.11E-05,1336.9834
13/3/1980,1.85E-05,969.862976,279.833984,3.90E-06,0.000209022,6.40E-06,1343.85681
14/3/1980,2.34E-05,973.183716,279.361145,1.36E-06,7.71E-06,7.82E-07,1349.35083
15/3/1980,3.04E-05,974.453186,278.690704,2.16E-07,4.39E-07,3.44E-10,1347.34045
16/3/1980,2.80E-05,974.6073,282.665558,1.88E-06,5.72E-05,0,1346.78003
17/3/1980,2.48E-05,974.89856,284.050293,2.59E-06,6.73E-05,0,1347.97192
18/3/1980,2.57E-05,975.684937,282.982574,3.70E-06,9.89E-05,2.67E-08,1351.12952
19/3/1980,2.98E-05,977.023132,281.476318,1.37E-06,3.65E-05,5.27E-07,1353.19067
20/3/1980,2.17E-05,977.7229,284.353149,4.56E-06,0.00010503,1.06E-06,1354.59241
21/3/1980,2.66E-05,979.528992,286.217316,5.18E-06,0.000165354,0,1361.52295
22/3/1980,4.49E-05,981.567261,278.902313,1.09E-06,9.71E-06,2.51E-06,1363.79089
23/3/1980,2.79E-05,981.853271,278.9104,1.14E-07,1.15E-06,1.62E-11,1360.84192
24/3/1980,2.31E-05,981.789368,282.508606,3.80E-06,8.27E-05,1.86E-06,1360.8595
25/3/1980,3.14E-05,982.616638,284.107697,4.46E-06,0.000119768,8.89E-09,1365.22485
26/3/1980,2.18E-05,984.248047,281.941956,1.90E-06,6.89E-06,2.97E-09,1367.20947
27/3/1980,2.95E-05,984.953003,284.075317,3.16E-06,2.54E-05,6.86E-09,1366.3158
28/3/1980,2.05E-05,985.984985,282.123627,4.51E-06,0.000312943,1.80E-06,1373.27673
29/3/1980,2.68E-05,989.811462,287.204315,3.66E-06,0.000115913,6.84E-10,1383.21313
30/3/1980,1.55E-05,993.567627,286.877319,4.64E-06,0.000210643,0,1391.65906
31/3/1980,2.77E-05,997.691772,284.503448,3.46E-06,3.32E-05,0,1396.9126
1/4/1980,2.77E-05,999.516907,283.911957,3.66E-07,5.27E-07,0,1395.62744
2/4/1980,3.43E-05,999.760071,286.901306,5.79E-07,8.15E-06,0,1393.35071
3/4/1980,3.94E-05,999.137634,288.890167,2.95E-06,2.27E-05,0,1390.828
4/4/1980,4.49E-05,998.315369,288.050476,3.89E-06,6.67E-05,0,1389.74609
5/4/1980,3.92E-05,997.692871,283.531647,1.94E-07,2.04E-08,0,1387.8158
6/4/1980,4.98E-05,996.822327,285.614502,1.32E-06,1.31E-05,4.81E-09,1384.76208
7/4/1980,4.38E-05,995.367493,286.661316,1.59E-06,8.29E-06,0,1380.88562
8/4/1980,4.02E-05,993.981262,287.181946,2.11E-06,5.69E-06,0,1377.84546
9/4/1980,3.77E-05,992.695923,289.705048,4.27E-06,5.58E-05,0,1376.27148
10/4/1980,4.36E-05,991.975342,286.220154,1.97E-06,4.32E-06,1.93E-10,1374.92029
11/4/1980,4.37E-05,990.885071,287.543457,7.70E-07,4.03E-06,0,1371.5249
12/4/1980,4.99E-05,989.307434,287.281372,1.94E-07,9.91E-07,6.14E-08,1367.48083
13/4/1980,2.87E-05,988.111938,290.10849,4.28E-06,0.000152758,0,1368.63843
14/4/1980,3.28E-05,989.086182,290.971313,5.00E-06,0.000129969,0,1374.09692
15/4/1980,3.87E-05,990.004456,283.526978,2.31E-06,1.20E-05,3.07E-07,1374.95435
16/4/1980,5.10E-05,989.49707,285.268738,1.29E-06,7.31E-06,0,1371.84241
17/4/1980,4.26E-05,988.150085,284.104004,5.13E-07,7.53E-06,0,1368.08691
18/4/1980,5.01E-05,986.860901,287.798767,9.54E-07,1.25E-05,0,1364.89233
19/4/1980,5.50E-05,985.270264,288.920013,1.78E-06,9.77E-06,0,1360.97693
20/4/1980,5.26E-05,983.258789,289.400421,5.52E-07,1.65E-06,0,1356.66968
21/4/1980,4.74E-05,981.104553,289.073395,3.72E-06,1.73E-05,0,1352.73193
22/4/1980,5.83E-05,979.084534,289.639221,3.17E-07,2.27E-07,0,1349.22119
23/4/1980,7.16E-05,976.483948,292.582153,9.73E-07,1.23E-05,0,1343.90747
24/4/1980,5.21E-05,973.683411,291.435608,1.60E-06,1.98E-05,0,1339.1333
25/4/1980,3.91E-05,971.666992,292.054749,3.63E-06,3.18E-05,0,1336.70654
26/4/1980,3.86E-05,970.131042,289.360565,3.16E-06,9.06E-06,0,1334.85999
27/4/1980,3.33E-05,969.190613,292.176514,4.83E-06,0.000146988,0,1337.22632
28/4/1980,3.16E-05,970.576111,289.797363,6.87E-06,9.91E-05,0,1342.6554
29/4/1980,3.64E-05,972.445129,288.147461,6.67E-06,0.000120902,0,1346.75623
30/4/1980,3.57E-05,974.010742,286.849945,3.94E-06,2.91E-05,2.80E-10,1348.59448
1/5/1980,3.88E-05,974.536438,286.675049,3.95E-06,4.41E-05,0,1348.11206
2/5/1980,3.73E-05,974.648987,287.020844,2.42E-06,1.73E-05,0,1346.99304
3/5/1980,3.40E-05,974.690979,289.205261,5.35E-06,9.00E-05,0,1347.70276
4/5/1980,4.75E-05,975.320007,290.240143,2.41E-06,1.05E-05,0,1348.00305
5/5/1980,5.50E-05,974.757751,292.078949,3.20E-06,3.86E-05,0,1345.17102
6/5/1980,4.67E-05,973.683655,291.953674,8.52E-07,2.33E-06,0,1341.92566
7/5/1980,5.01E-05,972.09613,291.732147,7.10E-07,1.86E-06,0,1337.91577
8/5/1980,3.67E-05,970.168335,288.435211,1.98E-06,9.65E-06,0,1334.1106
9/5/1980,4.14E-05,968.484009,288.134491,9.31E-07,1.69E-06,0,1331.55493
10/5/1980,5.71E-05,966.491638,289.063568,9.86E-07,6.96E-06,0,1327.70679
11/5/1980,6.08E-05,964.049866,292.432831,4.05E-08,2.99E-09,0,1322.87451
12/5/1980,5.47E-05,961.230042,294.21698,6.65E-07,1.59E-06,0,1317.85083
13/5/1980,5.41E-05,958.441589,296.977478,1.31E-06,1.12E-05,0,1313.47217
14/5/1980,5.15E-05,956.139282,295.473999,5.73E-06,0.000110092,0,1312.77917
15/5/1980,5.06E-05,955.244812,292.818756,1.95E-06,7.64E-06,0,1312.57642
16/5/1980,5.04E-05,953.739197,291.730133,1.69E-06,2.25E-05,0,1309.24597
17/5/1980,4.54E-05,951.922974,291.888641,9.41E-07,7.44E-06,0,1305.98181
18/5/1980,4.86E-05,950.003784,292.246704,4.64E-06,4.69E-05,0,1303.79248
19/5/1980,3.29E-05,949.537964,294.921936,7.31E-06,0.000232914,0,1310.01025
20/5/1980,4.13E-05,952.145447,292.882141,4.71E-06,5.01E-05,0,1316.66516
21/5/1980,4.57E-05,953.815002,293.985138,4.25E-06,7.74E-05,0,1317.59827
22/5/1980,5.45E-05,954.849854,292.228058,2.65E-06,5.90E-05,0,1318.32617
23/5/1980,5.57E-05,954.851868,294.072296,3.14E-06,2.18E-05,0,1315.82788
24/5/1980,5.86E-05,953.9328,293.055115,3.69E-06,3.00E-05,0,1312.93481
25/5/1980,5.36E-05,952.736694,294.322174,3.43E-06,3.64E-05,0,1310.60767
26/5/1980,4.84E-05,951.53949,292.928284,3.04E-06,9.63E-06,0,1307.84045
27/5/1980,5.56E-05,950.096741,292.751373,2.29E-06,4.94E-05,0,1305.61011
28/5/1980,6.73E-05,948.760315,293.880371,1.84E-06,1.50E-05,0,1302.51343
29/5/1980,6.21E-05,946.942444,295.23877,4.39E-06,6.55E-05,0,1299.59351
30/5/1980,5.99E-05,945.151184,295.919342,8.28E-07,1.20E-06,0,1296.22314
31/5/1980,6.46E-05,942.703674,297.51178,2.25E-06,9.94E-06,0,1291.46606
1/6/1980,5.06E-05,939.898071,293.181641,2.31E-06,2.64E-05,0,1287.32129
2/6/1980,5.55E-05,937.55127,296.352905,2.34E-07,1.83E-07,0,1284.10217
3/6/1980,6.83E-05,934.626343,297.026581,4.28E-07,2.95E-06,0,1278.84753
4/6/1980,6.27E-05,931.667358,295.557434,3.99E-06,7.99E-05,0,1275.65332
5/6/1980,5.68E-05,929.993286,294.587646,4.62E-06,8.47E-05,0,1276.4635
6/6/1980,6.16E-05,928.735291,293.65863,1.04E-06,2.33E-06,0,1274.71448
7/6/1980,6.41E-05,926.67981,295.325439,2.78E-06,1.70E-05,0,1269.89136
8/6/1980,5.10E-05,924.377747,294.721436,3.70E-06,4.76E-05,0,1267.42615
9/6/1980,4.68E-05,922.905151,293.327759,4.68E-06,0.00010867,0,1269.10144
10/6/1980,7.28E-05,922.698364,294.825775,3.60E-06,3.32E-05,0,1269.59998
11/6/1980,5.59E-05,921.637207,293.869049,1.87E-06,4.55E-06,0,1265.02283
12/6/1980,5.00E-05,920.063171,293.753082,5.50E-06,4.22E-05,0,1262.21301
13/6/1980,5.70E-05,918.668152,294.453369,2.88E-06,1.82E-05,0,1260.09473
14/6/1980,6.56E-05,917.057678,295.321014,2.74E-06,3.67E-05,0,1256.80701
15/6/1980,7.70E-05,915.016907,297.243011,5.75E-07,8.84E-07,0,1251.96973
16/6/1980,7.29E-05,912.207336,297.84256,4.79E-06,4.96E-05,0,1247.16943
17/6/1980,6.27E-05,909.700317,295.609314,2.28E-06,2.00E-05,0,1243.87415
18/6/1980,6.14E-05,907.069153,296.054077,1.87E-06,6.28E-06,0,1239.48975
19/6/1980,4.10E-05,904.506958,294.729462,6.87E-06,5.92E-05,0,1237.57312
20/6/1980,5.80E-05,902.658447,294.004852,1.34E-06,7.97E-06,0,1235.8479
21/6/1980,6.48E-05,900.389282,295.496002,1.04E-06,2.79E-06,0,1231.0321
22/6/1980,7.06E-05,897.676636,296.204803,2.88E-07,4.39E-07,0,1225.41089
23/6/1980,6.52E-05,894.739502,296.172089,2.86E-06,5.30E-05,0,1221.22107
24/6/1980,5.84E-05,892.303528,296.091248,6.97E-07,2.47E-06,0,1217.64111
25/6/1980,4.76E-05,890.085571,295.542267,7.52E-06,0.000192854,0,1220.41858
26/6/1980,6.38E-05,889.992432,296.516449,4.09E-06,5.36E-05,0,1225.4436
27/6/1980,6.63E-05,889.399597,296.168945,1.75E-06,3.41E-06,0,1222.25818
28/6/1980,7.59E-05,887.901855,299.229614,4.82E-06,4.24E-05,0,1217.75037
29/6/1980,7.51E-05,886.115967,298.946533,3.51E-06,2.74E-05,0,1214.07007
30/6/1980,6.92E-05,883.986267,298.145966,2.14E-06,1.07E-05,0,1209.1012
1/7/1980,6.26E-05,881.470276,298.571198,6.48E-07,1.48E-06,0,1203.95117
2/7/1980,6.79E-05,878.791565,299.171844,1.68E-06,2.72E-05,0,1199.62756
3/7/1980,6.49E-05,876.115967,300.33905,3.89E-06,3.77E-05,0,1196.22815
4/7/1980,6.35E-05,873.666931,298.977356,3.39E-06,2.18E-05,0,1192.8103
5/7/1980,6.64E-05,871.238281,300.146698,4.46E-06,5.05E-05,0,1190.22266
6/7/1980,6.16E-05,869.127075,299.664734,4.84E-06,4.76E-05,0,1188.35876
7/7/1980,5.03E-05,867.2724,297.980103,6.29E-06,9.65E-05,0,1189.33752
8/7/1980,6.83E-05,866.322876,298.86795,3.50E-06,1.78E-05,0,1188.83911
9/7/1980,7.62E-05,864.829102,298.19696,2.67E-06,1.65E-05,0,1183.80811
10/7/1980,5.91E-05,862.800659,299.134277,3.44E-06,6.38E-05,0,1181.13184
11/7/1980,5.46E-05,861.056702,299.167023,5.09E-06,5.51E-05,0,1180.85925
12/7/1980,6.15E-05,859.73877,298.679413,1.31E-06,3.02E-06,0,1178.24695
13/7/1980,6.81E-05,857.824646,299.566437,1.80E-06,1.13E-05,0,1173.12036
14/7/1980,5.76E-05,855.452087,299.179077,1.92E-06,7.11E-06,0,1168.44104
15/7/1980,6.39E-05,852.981689,299.675629,2.92E-06,1.86E-05,0,1164.26453
16/7/1980,6.50E-05,850.400269,299.762787,2.39E-06,1.99E-05,0,1160.26538
17/7/1980,5.56E-05,848.012573,300.079956,3.17E-06,5.54E-05,0,1157.66296
18/7/1980,5.41E-05,846.494568,299.472412,5.31E-06,7.01E-05,0,1157.73499
19/7/1980,5.41E-05,845.236816,299.447174,3.01E-06,1.19E-05,0,1156.39758
20/7/1980,6.16E-05,843.494568,299.865387,3.37E-06,2.06E-05,0,1152.77515
21/7/1980,4.88E-05,841.671509,299.177826,7.76E-06,0.000107484,0,1152.67285
22/7/1980,5.10E-05,840.860168,298.917145,5.63E-06,5.79E-05,0,1155.1145
23/7/1980,3.97E-05,840.799927,298.571991,9.64E-06,0.00016642,0,1159.65491
24/7/1980,5.22E-05,841.979187,298.194305,2.54E-06,1.17E-05,0,1163.2887
25/7/1980,5.53E-05,842.132935,298.703613,2.09E-06,1.44E-05,0,1159.80005
26/7/1980,5.47E-05,841.351807,298.677521,3.55E-06,3.26E-05,0,1156.84009
27/7/1980,5.33E-05,840.235474,299.167694,4.46E-06,2.49E-05,0,1154.15613
28/7/1980,4.60E-05,839.0625,298.856964,4.98E-06,4.67E-05,0,1152.78967
29/7/1980,5.55E-05,837.968933,299.107361,2.26E-06,1.48E-05,0,1151.08911
30/7/1980,5.86E-05,836.601868,299.20459,3.07E-06,2.27E-05,0,1147.85815
31/7/1980,5.45E-05,834.994934,299.552734,4.60E-06,2.78E-05,0,1144.93396
1/8/1980,5.36E-05,833.320007,300.8302,1.69E-06,1.46E-05,0,1141.94653
2/8/1980,6.31E-05,831.522766,301.224182,3.77E-06,1.66E-05,0,1138.18115
3/8/1980,6.15E-05,829.558411,300.425415,1.82E-06,5.96E-06,0,1133.74353
4/8/1980,5.45E-05,827.442505,300.249847,3.55E-06,3.27E-05,0,1130.07385
5/8/1980,5.46E-05,825.651428,299.037842,3.85E-06,3.94E-05,0,1128.24817
6/8/1980,5.83E-05,824.124084,300.296967,2.50E-06,2.44E-05,0,1125.96387
7/8/1980,5.15E-05,822.537659,298.758698,2.92E-06,1.84E-05,0,1122.95178
8/8/1980,5.50E-05,820.721985,300.485474,3.72E-06,2.00E-05,0,1119.83435
9/8/1980,4.79E-05,818.791321,299.968567,7.74E-06,9.85E-05,0,1119.84619
10/8/1980,5.67E-05,817.33844,299.04422,3.40E-06,1.29E-05,0,1120.12891
11/8/1980,4.47E-05,815.879456,298.451813,4.66E-06,3.84E-05,0,1117.60022
12/8/1980,5.23E-05,814.643372,299.277649,2.45E-06,7.61E-06,0,1115.36475
13/8/1980,5.12E-05,813.097534,299.319733,5.38E-06,5.00E-05,0,1113.22375
14/8/1980,5.27E-05,811.493591,300.350037,3.99E-06,3.42E-05,0,1112.12573
15/8/1980,5.16E-05,809.915405,299.532349,5.28E-06,5.89E-05,0,1111.37183
16/8/1980,5.02E-05,808.598877,298.411163,5.39E-06,4.19E-05,0,1111.1239
17/8/1980,4.25E-05,807.354492,297.244843,1.65E-06,3.91E-06,0,1108.87073
18/8/1980,4.82E-05,805.962097,297.269684,5.35E-07,1.43E-06,0,1105.29285
19/8/1980,4.50E-05,804.385925,297.493958,2.86E-06,1.70E-05,0,1101.88452
20/8/1980,5.00E-05,802.729431,298.270233,3.52E-06,1.50E-05,0,1099.18726
21/8/1980,4.61E-05,800.958069,297.672546,2.92E-06,1.95E-05,0,1096.3855
22/8/1980,3.87E-05,799.276733,298.435791,3.38E-06,3.63E-05,0,1094.85889
23/8/1980,4.19E-05,798.051941,297.088531,2.57E-06,1.63E-05,0,1093.50781
24/8/1980,4.10E-05,796.991699,296.964569,3.85E-06,3.53E-05,0,1091.79773
25/8/1980,4.76E-05,796.090027,298.171692,2.93E-06,9.01E-06,0,1089.92419
26/8/1980,4.49E-05,794.734497,298.532837,3.44E-06,1.90E-05,0,1087.0033
27/8/1980,4.84E-05,793.156738,299.447296,1.13E-06,2.44E-06,0,1083.97083
28/8/1980,5.06E-05,791.351562,299.489197,6.99E-07,8.12E-06,0,1080.10913
29/8/1980,4.65E-05,789.379028,298.923889,2.41E-08,1.27E-08,0,1076.16028
30/8/1980,4.02E-05,787.258484,297.880219,2.07E-06,1.84E-05,0,1073.00732
31/8/1980,4.31E-05,785.196533,298.640686,1.05E-06,2.92E-06,0,1070.32666
1/9/1980,3.83E-05,783.10022,299.982208,2.60E-06,1.68E-05,0,1067.49976
2/9/1980,3.59E-05,781.104248,299.049377,4.51E-07,3.52E-07,0,1065.00769
3/9/1980,3.35E-05,779.078247,297.938782,5.91E-07,3.98E-06,0,1062.13904
4/9/1980,3.50E-05,777.142273,296.947693,4.70E-06,8.74E-05,0,1062.78857
5/9/1980,3.82E-05,776.103821,299.862488,7.91E-06,0.000189646,0,1070.57458
6/9/1980,3.67E-05,776.92395,298.164124,1.97E-06,1.01E-05,0,1075.22412
7/9/1980,3.79E-05,777.732849,297.981567,6.38E-06,0.000165309,0,1079.25635
8/9/1980,4.69E-05,779.077515,296.47406,8.03E-07,5.13E-07,0,1082.21631
9/9/1980,4.85E-05,779.6026,296.063782,4.64E-07,1.10E-06,0,1078.21875
10/9/1980,4.37E-05,779.472534,297.813873,4.14E-06,7.53E-05,0,1076.93384
11/9/1980,4.01E-05,779.828918,297.400696,4.40E-06,1.53E-05,0,1076.9657
12/9/1980,4.27E-05,779.746582,296.77829,3.67E-06,1.64E-05,0,1074.72742
13/9/1980,4.55E-05,779.240723,297.811554,2.41E-06,5.66E-06,0,1071.88062
14/9/1980,4.00E-05,778.281433,293.495605,1.49E-06,7.87E-06,0,1068.5376
15/9/1980,2.87E-05,777.200256,297.112946,5.43E-06,6.87E-05,0,1068.59204
16/9/1980,3.74E-05,776.432861,296.433136,3.10E-06,1.40E-05,0,1069.1532
17/9/1980,3.30E-05,775.723694,295.48288,3.53E-06,5.66E-05,0,1068.77734
18/9/1980,2.95E-05,775.60907,298.149445,7.12E-06,0.00016091,0,1074.84338
19/9/1980,3.60E-05,777.060059,295.356323,4.41E-06,5.67E-05,0,1080.5708
20/9/1980,3.18E-05,778.91449,296.227966,3.36E-06,9.24E-05,0,1083.6554
21/9/1980,4.09E-05,781.263977,296.205719,2.02E-07,1.03E-08,0,1084.12598
22/9/1980,3.26E-05,782.368713,296.890625,4.28E-06,5.60E-05,0,1083.04736
23/9/1980,3.74E-05,782.951965,296.029388,4.35E-06,6.47E-05,0,1084.9563
24/9/1980,3.71E-05,783.677673,295.899109,2.08E-06,4.47E-05,0,1086.08069
25/9/1980,2.97E-05,784.757202,296.45816,4.91E-06,8.77E-05,0,1088.34937
26/9/1980,3.12E-05,786.011719,296.183563,2.14E-06,1.75E-05,0,1089.62097
27/9/1980,2.66E-05,786.801208,292.754822,2.34E-06,9.26E-06,0,1088.34558
28/9/1980,3.10E-05,786.964172,293.776123,3.62E-06,2.95E-05,0,1087.6366
29/9/1980,3.00E-05,786.805664,292.373688,3.04E-06,4.77E-05,0,1087.90173
30/9/1980,3.22E-05,786.734375,293.156677,8.63E-07,4.28E-06,0,1087.39539
1/10/1980,2.96E-05,786.405579,289.286957,3.14E-06,2.80E-05,0,1085.94531
2/10/1980,3.35E-05,785.943726,290.745941,2.77E-06,1.63E-05,0,1085.11548
3/10/1980,3.56E-05,785.331665,290.334381,2.04E-06,1.34E-05,0,1083.37732
4/10/1980,3.01E-05,784.556885,287.056702,7.92E-07,1.99E-06,0,1081.05847
5/10/1980,2.71E-05,783.641296,287.249054,1.36E-06,6.76E-06,0,1078.90918
6/10/1980,2.88E-05,782.639465,286.959747,7.02E-07,1.22E-06,0,1076.81934
7/10/1980,2.73E-05,781.779968,287.198608,4.18E-06,0.000114892,0,1079.08875
8/10/1980,3.45E-05,781.719482,288.69281,9.84E-07,2.36E-06,0,1081.17419
9/10/1980,3.58E-05,781.473328,291.97287,6.73E-07,2.22E-06,0,1078.39307
10/10/1980,3.52E-05,780.863464,292.2276,3.57E-06,4.17E-05,0,1077.05786
11/10/1980,4.11E-05,780.177429,293.829498,9.09E-07,1.43E-06,0,1075.50464
12/10/1980,3.55E-05,779.414368,288.458893,4.36E-06,8.74E-05,0,1075.39514
13/10/1980,2.50E-05,779.363037,284.515076,9.36E-07,6.32E-06,0,1076.55237
14/10/1980,3.29E-05,779.253601,286.048401,2.08E-06,3.00E-05,2.22E-09,1075.49231
15/10/1980,3.16E-05,779.020996,288.16806,1.46E-06,9.53E-06,0,1074.27832
16/10/1980,2.93E-05,778.531372,288.528809,9.18E-07,2.19E-06,0,1072.18726
17/10/1980,3.06E-05,777.729248,290.892548,1.64E-06,7.59E-06,0,1070.00293
18/10/1980,2.44E-05,776.816406,290.110718,2.28E-06,3.24E-05,0,1068.88831
19/10/1980,2.60E-05,776.210938,288.648438,3.10E-06,1.88E-05,0,1068.98096
20/10/1980,2.06E-05,775.796204,285.140198,4.48E-06,6.92E-05,0,1070.50452
21/10/1980,2.47E-05,776.099609,285.654999,2.40E-07,0,0,1071.3783
