date,Evapotranspiration,Groundwater storage,Near surface air temperature,Plant canopy,Rain precipitation rate,Snow precipitation rate,Terrestrial water storage
9/1/1987,1.31E-05,894.336426,276.438873,1.50E-07,2.15E-07,1.85E-07,1236.51465
10/1/1987,9.22E-06,894.509766,281.286652,2.80E-06,8.81E-05,6.06E-07,1238.67896
11/1/1987,1.35E-05,895.717896,275.959534,1.07E-06,7.17E-06,5.11E-07,1241.29065
12/1/1987,1.81E-05,896.382385,275.699432,1.47E-07,0,0,1240.31177
13/1/1987,1.36E-05,896.37677,277.576996,3.44E-08,0,0,1238.79871
14/1/1987,1.74E-05,896.166748,280.5784,3.04E-07,9.57E-07,8.73E-08,1237.65356
15/1/1987,1.21E-05,895.661743,280.087982,1.21E-06,8.28E-06,0,1236.42664
16/1/1987,8.84E-06,895.783081,281.319489,2.72E-06,0.000107482,0,1239.95996
17/1/1987,1.13E-05,897.398926,280.232513,1.35E-06,9.35E-06,1.11E-07,1243.43018
18/1/1987,8.19E-06,898.74176,278.100342,1.10E-06,9.11E-05,6.35E-06,1245.90576
19/1/1987,1.15E-05,900.805908,282.852448,1.25E-07,7.69E-05,6.50E-06,1251.07971
20/1/1987,1.07E-05,902.70874,276.36438,6.37E-07,2.68E-06,8.83E-08,1252.76038
21/1/1987,8.96E-06,903.650696,275.987946,9.27E-07,7.22E-06,3.36E-07,1252.0343
22/1/1987,1.28E-05,905.401733,276.986694,2.17E-06,0.000295684,5.14E-05,1264.97131
23/1/1987,3.34E-05,911.680054,270.992157,2.02E-06,5.40E-05,7.34E-05,1281.32043
24/1/1987,2.30E-05,916.920532,271.69165,1.44E-06,0,0,1283.58142
25/1/1987,6.10E-06,920.659363,277.12851,6.44E-07,5.48E-05,3.18E-05,1284.55591
26/1/1987,1.63E-05,924.335083,275.500824,2.61E-06,1.45E-05,3.08E-05,1286.93237
27/1/1987,1.68E-05,926.600769,268.459259,8.27E-07,7.99E-06,9.21E-06,1288.36243
28/1/1987,9.78E-06,927.723633,270.630341,1.38E-06,2.51E-05,3.29E-05,1289.95605
29/1/1987,1.35E-05,929.192139,274.473907,2.39E-06,1.97E-05,4.01E-06,1291.67322
30/1/1987,1.54E-05,931.696228,283.368866,2.79E-06,0.000239187,3.76E-06,1299.49207
31/1/1987,2.16E-05,936.542114,276.745117,1.52E-06,8.86E-06,4.65E-07,1306.10767
1/2/1987,1.83E-05,939.668335,275.738373,2.43E-07,0,0,1304.86987
2/2/1987,1.90E-05,940.965881,279.837402,1.73E-06,1.05E-05,2.10E-08,1303.48291
3/2/1987,1.07E-05,941.638245,281.69754,1.40E-06,1.84E-05,0,1303.20557
4/2/1987,1.26E-05,941.970947,279.919189,1.11E-07,1.92E-07,2.50E-10,1302.64026
5/2/1987,2.01E-05,941.712524,277.429993,3.38E-07,5.56E-06,0,1301.29114
6/2/1987,1.77E-05,941.222229,277.221588,1.79E-06,1.09E-05,1.01E-06,1300.21191
7/2/1987,2.16E-05,940.734558,276.662537,2.22E-06,1.74E-05,1.04E-07,1299.4364
8/2/1987,2.31E-05,940.277893,278.610687,1.05E-06,6.33E-06,6.70E-07,1298.61487
9/2/1987,2.67E-05,939.500305,272.670868,1.73E-06,5.22E-05,4.62E-05,1299.45471
10/2/1987,2.62E-05,939.333069,273.365417,1.05E-06,1.60E-06,1.46E-06,1299.54895
11/2/1987,1.75E-05,939.015442,277.767548,7.63E-07,1.27E-07,6.20E-08,1297.52869
12/2/1987,2.74E-05,938.392822,282.251923,1.93E-06,3.00E-05,9.36E-08,1296.10144
13/2/1987,2.01E-05,937.624756,279.941925,2.81E-07,2.21E-06,0,1295.02698
14/2/1987,1.61E-05,937.043091,278.04837,7.95E-07,4.35E-06,1.21E-06,1293.72681
15/2/1987,1.23E-05,936.489868,278.68457,1.67E-06,7.94E-06,7.37E-07,1292.88916
16/2/1987,1.80E-05,936.440247,274.524384,2.86E-06,0.00012959,5.87E-05,1298.90674
17/2/1987,1.29E-05,939.1745,276.161743,2.89E-06,0.000130525,1.28E-05,1309.27783
18/2/1987,9.48E-06,943.769226,275.785156,2.28E-06,5.81E-05,1.00E-05,1315.17688
19/2/1987,1.19E-05,947.665344,276.484772,2.07E-06,3.47E-05,5.28E-06,1317.96497
20/2/1987,2.05E-05,950.159973,276.860687,1.35E-06,6.07E-06,4.93E-07,1318.18298
21/2/1987,1.39E-05,951.121399,277.816864,8.27E-07,1.02E-06,4.62E-11,1316.66504
22/2/1987,1.48E-05,951.571838,276.544434,2.42E-06,4.37E-05,1.64E-05,1317.80347
23/2/1987,1.78E-05,953.568787,280.252014,3.68E-06,0.000241569,9.15E-06,1326.85278
24/2/1987,1.88E-05,958.047729,277.526825,1.10E-06,1.04E-05,9.17E-08,1333.25195
25/2/1987,1.74E-05,960.617798,278.276001,1.40E-06,2.38E-05,0,1332.85974
26/2/1987,2.24E-05,961.738037,277.356934,1.20E-06,2.07E-05,1.81E-06,1332.64673
27/2/1987,1.64E-05,962.464417,278.170654,3.72E-06,9.99E-05,5.99E-06,1334.96484
28/2/1987,1.84E-05,964.717041,281.517822,3.02E-06,0.0001083,3.07E-06,1341.14832
1/3/1987,2.49E-05,967.611145,282.602539,2.74E-06,3.78E-05,2.27E-09,1344.32227
2/3/1987,2.23E-05,969.631897,281.383881,2.50E-06,5.05E-05,1.39E-08,1345.41064
3/3/1987,2.87E-05,971.589233,282.418121,3.30E-06,0.00012327,2.56E-08,1349.14734
4/3/1987,2.83E-05,973.560059,279.310333,3.45E-07,1.02E-06,1.87E-08,1350.33167
5/3/1987,2.04E-05,974.184814,275.998108,1.14E-08,4.69E-09,4.21E-09,1348.23657
6/3/1987,2.33E-05,974.252808,281.165405,1.37E-06,6.67E-05,0,1348.17798
7/3/1987,2.58E-05,974.313354,282.255371,8.91E-07,1.85E-05,4.29E-09,1348.21313
8/3/1987,2.74E-05,974.021606,284.919128,1.85E-06,1.54E-05,3.15E-09,1346.88086
9/3/1987,2.55E-05,973.611816,283.066284,1.70E-06,2.42E-05,1.92E-09,1346.18335
10/3/1987,2.31E-05,973.364197,278.386353,2.69E-06,3.97E-05,1.44E-06,1346.15381
11/3/1987,2.26E-05,973.519348,277.596832,1.43E-06,1.25E-05,1.92E-06,1346.14868
12/3/1987,2.21E-05,973.310242,279.059845,1.80E-06,3.35E-06,7.26E-07,1344.64575
13/3/1987,2.85E-05,972.770508,278.753387,1.19E-06,1.06E-05,1.25E-07,1343.1803
14/3/1987,2.85E-05,971.878845,277.637878,5.12E-08,0,0,1340.9519
15/3/1987,2.97E-05,970.87915,282.917053,4.10E-08,1.32E-07,0,1338.50635
16/3/1987,2.36E-05,969.914795,282.828033,2.93E-06,7.60E-05,0,1338.48572
17/3/1987,2.18E-05,970.095154,278.343201,1.36E-06,2.29E-06,6.90E-08,1339.34497
18/3/1987,2.72E-05,969.921814,281.393066,2.76E-06,2.64E-05,9.94E-07,1338.39136
19/3/1987,1.93E-05,970.185364,283.012573,4.69E-06,0.000142017,2.63E-07,1341.72205
20/3/1987,2.00E-05,972.061035,282.684479,1.37E-06,3.26E-06,0,1344.99536
21/3/1987,2.40E-05,972.633789,282.559753,4.86E-07,6.29E-07,6.12E-12,1343.20227
22/3/1987,2.68E-05,972.147278,281.971222,2.89E-08,2.97E-08,7.30E-12,1341.00122
23/3/1987,2.37E-05,971.525635,283.442932,8.66E-07,7.31E-05,0,1340.71814
24/3/1987,2.75E-05,971.295654,284.086395,6.23E-07,5.02E-06,0,1340.32605
25/3/1987,2.67E-05,970.516235,285.680023,7.64E-07,4.82E-06,0,1338.24817
26/3/1987,2.62E-05,969.506348,285.465271,1.10E-06,8.71E-06,0,1336.39172
27/3/1987,2.41E-05,968.847839,287.152313,4.50E-06,8.64E-05,0,1337.37366
28/3/1987,2.41E-05,969.379883,286.936615,3.44E-06,3.60E-05,0,1339.57507
29/3/1987,2.49E-05,969.707642,286.468933,3.92E-07,6.84E-07,0,1338.80273
30/3/1987,1.91E-05,970.891663,287.935272,3.19E-06,0.000361978,1.16E-07,1349.02124
31/3/1987,2.88E-05,976.738953,286.027893,3.48E-06,8.87E-05,8.85E-08,1361.82056
1/4/1987,2.80E-05,981.016846,277.135651,7.09E-07,3.94E-06,5.66E-07,1362.56592
2/4/1987,2.82E-05,982.572876,282.682892,3.09E-07,4.33E-06,1.43E-07,1360.48291
3/4/1987,2.64E-05,982.910828,284.556946,4.33E-06,0.000110348,2.20E-06,1361.21838
4/4/1987,2.03E-05,985.000549,280.37262,5.10E-06,0.000208208,2.38E-06,1369.50305
5/4/1987,2.50E-05,988.8349,277.56662,3.49E-06,3.28E-05,1.96E-06,1375.42786
6/4/1987,2.76E-05,990.899963,280.486359,3.01E-06,4.06E-05,2.73E-07,1375.41943
7/4/1987,3.27E-05,991.385559,284.762451,1.77E-06,1.03E-05,3.30E-09,1374.24829
8/4/1987,3.06E-05,990.982361,286.328674,2.10E-06,2.15E-05,0,1372.50916
9/4/1987,3.69E-05,990.251892,286.31134,1.48E-06,3.84E-06,0,1370.27588
10/4/1987,3.75E-05,989.099731,286.069824,8.96E-07,6.90E-06,6.30E-10,1367.32959
11/4/1987,4.19E-05,987.748779,286.499756,3.31E-06,2.32E-05,0,1364.85339
12/4/1987,3.62E-05,986.240234,286.500214,2.12E-06,6.78E-06,0,1362.30347
13/4/1987,3.48E-05,984.929504,288.947357,9.84E-07,3.38E-06,0,1359.75818
14/4/1987,3.24E-05,983.526917,287.31723,1.05E-07,3.92E-08,0,1356.81689
15/4/1987,3.03E-05,982.942566,289.25415,4.63E-06,0.000253939,0,1361.41162
16/4/1987,3.24E-05,985.36969,289.10083,4.49E-06,0.000142994,0,1370.66614
17/4/1987,3.10E-05,988.349487,287.836517,5.07E-06,6.78E-05,0,1374.74487
18/4/1987,2.71E-05,990.14325,287.120728,3.16E-06,4.17E-05,0,1375.15942
19/4/1987,2.58E-05,991.218445,286.684631,3.59E-06,7.19E-05,0,1376.8634
20/4/1987,2.59E-05,992.531433,288.745636,3.50E-06,4.34E-05,0,1378.60315
21/4/1987,3.45E-05,993.22052,288.515839,2.86E-06,2.22E-05,0,1378.2168
22/4/1987,3.97E-05,993.043884,288.964813,8.82E-07,2.44E-06,0,1376.03235
23/4/1987,3.15E-05,992.411316,290.42807,3.52E-06,8.07E-05,0,1375.00061
24/4/1987,3.35E-05,992.516174,289.688141,4.56E-06,6.99E-05,0,1376.8551
25/4/1987,3.33E-05,993.137939,287.771729,4.92E-06,7.30E-05,0,1378.66406
26/4/1987,3.75E-05,993.774536,285.325592,2.79E-06,1.65E-05,0,1378.625
27/4/1987,3.98E-05,993.528564,284.8927,2.20E-07,1.35E-07,0,1375.9137
28/4/1987,4.62E-05,992.506958,287.882477,1.20E-06,5.66E-06,0,1372.47839
29/4/1987,6.72E-05,990.79541,287.620087,1.44E-07,4.18E-07,0,1368.20239
30/4/1987,6.16E-05,988.208618,291.525055,2.33E-06,1.16E-05,0,1362.33679
1/5/1987,4.50E-05,986.28125,293.284515,1.23E-06,5.09E-06,0,1358.45996
2/5/1987,3.71E-05,984.694214,293.448364,4.99E-06,6.21E-05,0,1356.95593
3/5/1987,3.46E-05,984.07135,293.963348,4.88E-06,6.31E-05,0,1357.98987
4/5/1987,2.87E-05,984.128479,292.977356,5.52E-06,6.09E-05,0,1359.17004
5/5/1987,3.06E-05,984.349182,289.209869,1.41E-06,2.30E-06,0,1358.93726
6/5/1987,3.15E-05,983.802917,289.514282,9.17E-07,8.45E-06,0,1356.60645
7/5/1987,4.42E-05,982.861694,291.725128,6.77E-07,2.96E-06,0,1354.02954
8/5/1987,3.34E-05,981.472168,291.500214,2.92E-06,2.10E-05,0,1351.23755
9/5/1987,4.67E-05,980.241577,291.229858,1.53E-06,1.01E-05,0,1349.16492
10/5/1987,4.61E-05,978.910278,294.776031,2.97E-06,4.53E-05,0,1347.20898
11/5/1987,5.42E-05,977.74231,294.400208,1.15E-06,1.11E-05,0,1344.73901
12/5/1987,4.53E-05,975.963501,292.291473,9.01E-07,1.68E-06,0,1340.54297
13/5/1987,4.03E-05,974.23877,292.259979,4.20E-06,4.60E-05,0,1338.31897
14/5/1987,3.67E-05,972.949463,291.601715,3.23E-06,8.68E-06,0,1336.8429
15/5/1987,4.45E-05,971.59021,293.282135,3.40E-06,3.35E-05,0,1334.94495
16/5/1987,3.65E-05,970.274475,293.609924,4.11E-06,1.57E-05,0,1332.93628
17/5/1987,4.44E-05,968.969421,293.672272,3.66E-06,2.77E-05,0,1331.05322
18/5/1987,5.85E-05,967.351257,295.787964,4.47E-07,3.12E-07,0,1327.90369
19/5/1987,4.43E-05,965.211853,294.501312,3.61E-06,3.01E-05,0,1323.92273
20/5/1987,3.49E-05,963.742615,293.819916,4.84E-06,5.47E-05,0,1323.41589
21/5/1987,4.29E-05,962.74408,291.340515,1.67E-06,1.43E-05,0,1322.35193
22/5/1987,4.99E-05,961.244568,295.111786,1.58E-06,8.26E-06,0,1319.3844
23/5/1987,5.58E-05,959.183716,294.221741,1.74E-06,6.62E-06,0,1315.25806
24/5/1987,5.51E-05,956.689819,295.647705,2.11E-06,1.20E-05,0,1311.0332
25/5/1987,4.97E-05,954.317871,295.961121,1.61E-06,1.42E-05,0,1307.51086
26/5/1987,5.16E-05,952.00354,294.314209,7.90E-07,3.46E-06,0,1303.64355
27/5/1987,4.90E-05,949.544434,293.899261,6.91E-07,4.25E-06,0,1299.59094
28/5/1987,4.22E-05,947.069519,295.025238,2.43E-06,6.73E-06,0,1295.90186
29/5/1987,5.69E-05,944.736572,297.203918,1.98E-06,1.86E-05,0,1292.88074
30/5/1987,5.13E-05,942.207336,296.01413,1.44E-06,1.13E-05,0,1288.93787
31/5/1987,5.05E-05,939.667908,297.749084,2.05E-06,1.13E-05,0,1285.33862
1/6/1987,5.15E-05,937.137695,297.158325,3.34E-06,4.39E-05,0,1282.65112
2/6/1987,4.58E-05,935.23822,295.602203,5.14E-06,4.34E-05,0,1281.66943
3/6/1987,4.61E-05,934.105469,297.926544,5.93E-06,0.000104588,0,1283.17712
4/6/1987,3.81E-05,934.184143,296.285248,6.76E-06,8.94E-05,0,1285.8374
5/6/1987,3.28E-05,934.547424,294.478149,5.38E-06,2.98E-05,0,1287.02087
6/6/1987,5.98E-05,934.239441,296.32019,2.70E-06,3.04E-05,0,1285.72278
7/6/1987,7.15E-05,932.934387,296.312347,1.39E-06,5.53E-06,0,1281.26819
8/6/1987,7.23E-05,930.512512,297.826233,1.37E-06,4.98E-06,0,1275.21533
9/6/1987,6.36E-05,927.622559,296.219025,7.69E-07,1.60E-06,0,1269.41089
10/6/1987,5.95E-05,924.622437,296.904144,1.20E-06,3.76E-06,0,1264.30103
11/6/1987,5.33E-05,921.581787,295.809326,1.94E-06,7.86E-06,0,1259.69604
12/6/1987,6.19E-05,918.637512,296.639313,1.13E-06,3.98E-06,0,1255.38245
13/6/1987,5.97E-05,915.562927,297.802734,3.77E-06,2.42E-05,0,1250.92957
14/6/1987,4.43E-05,912.883606,297.883148,3.75E-06,2.38E-05,0,1248.32471
15/6/1987,4.88E-05,910.602356,296.916168,5.55E-06,4.77E-05,0,1247.10315
16/6/1987,5.12E-05,908.777527,297.600952,5.22E-06,4.13E-05,0,1246.00488
17/6/1987,5.04E-05,907.458313,298.839539,6.87E-06,0.000120985,0,1247.77319
18/6/1987,4.35E-05,907.41333,297.02771,5.42E-06,6.98E-05,0,1250.79407
19/6/1987,6.09E-05,907.529419,298.071411,7.25E-07,1.95E-06,0,1249.26379
20/6/1987,5.35E-05,906.519958,296.954437,3.23E-06,1.33E-05,0,1244.77905
21/6/1987,5.83E-05,904.916382,297.031555,1.46E-06,6.03E-06,0,1240.57336
22/6/1987,5.41E-05,902.870911,296.517395,3.86E-06,2.56E-05,0,1236.75952
23/6/1987,4.12E-05,901.044128,298.847565,7.08E-06,7.41E-05,0,1236.04065
24/6/1987,3.74E-05,900.184692,298.048553,7.83E-06,8.08E-05,0,1238.96277
25/6/1987,4.86E-05,899.960999,296.651672,4.68E-06,3.48E-05,0,1239.50452
26/6/1987,4.78E-05,899.897949,298.696808,6.84E-06,0.000119312,0,1241.30908
27/6/1987,4.93E-05,900.8172,297.356842,3.43E-06,2.65E-05,0,1242.85254
28/6/1987,6.16E-05,901.058777,298.462708,3.67E-06,4.85E-05,0,1241.1936
29/6/1987,7.26E-05,900.807312,297.54837,1.38E-06,8.30E-06,0,1237.6521
30/6/1987,6.20E-05,899.506958,298.525635,3.00E-06,2.63E-05,0,1232.96313
1/7/1987,5.77E-05,897.976807,299.568542,2.85E-06,3.90E-05,0,1229.82861
2/7/1987,4.05E-05,896.441895,299.068909,3.88E-06,1.57E-05,0,1227.33643
3/7/1987,5.25E-05,894.723145,299.342163,4.15E-06,2.99E-05,0,1225.16321
4/7/1987,5.61E-05,892.756836,298.722809,2.21E-06,7.26E-06,0,1222.19629
5/7/1987,5.24E-05,890.690552,299.902985,6.56E-06,8.16E-05,0,1220.58496
6/7/1987,5.84E-05,889.230042,299.683136,4.67E-06,2.83E-05,0,1220.41809
7/7/1987,5.11E-05,887.896301,298.715424,4.98E-06,2.77E-05,0,1217.91467
8/7/1987,5.23E-05,886.59259,300.530457,6.74E-06,5.00E-05,0,1216.40637
9/7/1987,6.82E-05,885.228027,299.267822,1.32E-06,2.82E-06,0,1213.63342
10/7/1987,5.64E-05,883.292847,298.876617,3.45E-06,2.87E-05,0,1209.31726
11/7/1987,5.60E-05,881.453247,299.633331,6.67E-06,7.53E-05,0,1208.52283
12/7/1987,5.10E-05,880.174744,299.002869,5.48E-06,3.70E-05,0,1208.07007
13/7/1987,6.06E-05,878.99115,299.241852,1.33E-06,8.65E-06,0,1205.13049
14/7/1987,5.46E-05,877.324585,298.702698,3.31E-06,2.44E-05,0,1201.48352
15/7/1987,6.37E-05,875.418701,297.874756,1.75E-06,1.01E-05,0,1197.5769
16/7/1987,5.26E-05,873.276123,298.000854,5.74E-06,4.48E-05,0,1194.67981
17/7/1987,6.69E-05,871.329224,297.750183,1.25E-06,2.52E-06,0,1191.66309
18/7/1987,5.68E-05,869.213562,299.3255,4.87E-06,6.86E-05,0,1189.1084
19/7/1987,6.88E-05,867.497559,298.960815,1.79E-06,1.18E-05,0,1186.82166
20/7/1987,6.90E-05,865.386841,299.527954,8.54E-07,1.85E-06,0,1181.45679
21/7/1987,6.54E-05,862.801514,300.339966,1.55E-06,6.72E-06,0,1175.8717
22/7/1987,5.51E-05,860.046509,299.818359,1.77E-06,1.14E-05,0,1171.18298
23/7/1987,5.21E-05,857.377197,300.783905,5.76E-06,3.89E-05,0,1168.61023
24/7/1987,5.65E-05,855.1521,300.450043,5.84E-06,3.51E-05,0,1166.94812
25/7/1987,4.36E-05,853.233887,300.374329,6.99E-06,5.57E-05,0,1165.84534
26/7/1987,5.35E-05,851.796875,299.520721,5.09E-06,2.10E-05,0,1165.01672
27/7/1987,4.82E-05,850.233459,299.440735,5.17E-06,4.45E-05,0,1162.96716
28/7/1987,4.32E-05,848.816162,299.966614,7.61E-06,5.43E-05,0,1162.95972
29/7/1987,4.63E-05,847.841064,297.99884,5.06E-06,4.68E-05,0,1163.22437
30/7/1987,5.24E-05,846.916321,299.182434,3.17E-06,2.22E-05,0,1161.85669
31/7/1987,5.56E-05,845.777466,300.011658,2.72E-06,1.41E-05,0,1158.61023
1/8/1987,5.32E-05,844.315125,299.265961,5.24E-06,3.03E-05,0,1155.62378
2/8/1987,5.14E-05,842.776611,299.512634,3.74E-06,1.90E-05,0,1153.09338
3/8/1987,4.21E-05,841.094238,299.805695,2.87E-06,2.39E-05,0,1150.59351
4/8/1987,4.62E-05,839.720032,300.587677,7.40E-06,0.000176889,0,1154.96045
5/8/1987,4.99E-05,839.847168,299.23941,5.41E-06,5.58E-05,0,1159.82898
6/8/1987,5.12E-05,840.147766,298.269287,3.37E-06,2.17E-05,0,1158.71399
7/8/1987,4.83E-05,839.879456,298.733185,3.56E-06,2.89E-05,0,1156.43567
8/8/1987,4.92E-05,839.248962,299.824982,4.34E-06,2.58E-05,0,1154.42822
9/8/1987,4.99E-05,838.296814,299.597229,1.40E-06,2.21E-06,0,1151.30322
10/8/1987,4.57E-05,837.191956,300.663513,8.05E-06,0.000121985,0,1151.86182
11/8/1987,4.51E-05,836.986755,298.300171,3.73E-06,1.76E-05,0,1153.7063
12/8/1987,4.92E-05,836.583984,298.593384,3.27E-06,1.64E-05,0,1150.9032
13/8/1987,3.98E-05,835.837585,297.609467,6.94E-06,3.89E-05,0,1149.15771
14/8/1987,5.19E-05,835.050659,299.851776,2.48E-06,1.50E-05,0,1147.61743
15/8/1987,5.05E-05,833.981079,298.968781,3.20E-06,3.62E-05,0,1145.06018
16/8/1987,4.09E-05,832.86499,298.415497,4.20E-06,4.25E-05,0,1144.37146
17/8/1987,4.47E-05,832.037048,299.997894,6.48E-06,4.84E-05,0,1144.38306
18/8/1987,4.58E-05,831.457581,299.274994,5.60E-06,6.38E-05,0,1144.96826
19/8/1987,4.08E-05,831.104492,299.190491,5.15E-06,4.24E-05,0,1145.32922
20/8/1987,3.98E-05,831.001953,298.997955,7.57E-06,9.17E-05,0,1147.33765
21/8/1987,4.81E-05,831.35144,298.942719,3.92E-06,2.13E-05,0,1148.20044
22/8/1987,4.82E-05,831.276062,299.265564,3.26E-06,3.02E-05,0,1146.14771
23/8/1987,5.31E-05,830.965149,298.489532,5.18E-06,8.08E-05,0,1145.97009
24/8/1987,4.57E-05,831.006165,296.725037,3.18E-06,1.09E-05,0,1145.3147
25/8/1987,4.14E-05,830.577576,297.438354,3.20E-06,2.07E-05,0,1142.71143
26/8/1987,4.39E-05,829.831726,298.645935,1.86E-06,7.30E-06,0,1140.40271
27/8/1987,4.36E-05,828.728027,297.704926,7.58E-07,1.36E-06,0,1136.9082
28/8/1987,4.17E-05,827.351501,299.20694,4.15E-06,2.85E-05,0,1134.21899
29/8/1987,4.28E-05,826.122192,298.718353,4.97E-06,4.15E-05,0,1133.21838
30/8/1987,4.16E-05,825.092957,298.359314,3.88E-06,2.40E-05,0,1132.40442
31/8/1987,4.42E-05,824.159912,298.003235,5.11E-06,9.05E-05,0,1133.24841
1/9/1987,4.55E-05,823.829468,296.420502,4.13E-06,3.52E-05,0,1134.52942
2/9/1987,4.33E-05,823.528442,295.632721,3.60E-06,4.64E-05,0,1133.58228
3/9/1987,3.34E-05,823.567993,295.493439,5.90E-06,9.71E-05,0,1136.01294
4/9/1987,4.50E-05,824.219055,294.673492,4.07E-07,1.13E-07,0,1136.47534
5/9/1987,3.49E-05,824.159119,295.51886,1.45E-06,2.45E-05,0,1133.63049
6/9/1987,3.72E-05,823.875549,296.873444,3.49E-06,3.85E-05,0,1133.14978
7/9/1987,4.28E-05,823.518677,297.518311,3.62E-06,6.74E-05,0,1133.94482
8/9/1987,4.00E-05,824.052673,297.991882,6.94E-06,0.000258247,0,1143.45898
9/9/1987,4.20E-05,828.252319,297.969147,7.62E-06,0.000280002,0,1161.02344
10/9/1987,4.39E-05,835.667664,297.840179,6.93E-06,0.000187945,0,1175.15552
11/9/1987,4.81E-05,843.102478,296.959778,4.22E-06,4.72E-05,0,1180.4469
12/9/1987,4.24E-05,848.018188,295.358826,2.92E-06,6.28E-05,0,1180.56396
13/9/1987,4.55E-05,851.248901,295.122162,4.53E-06,7.23E-05,0,1182.41943
14/9/1987,4.61E-05,853.855225,295.295593,4.03E-06,7.40E-05,0,1184.32422
15/9/1987,4.67E-05,856.143555,296.106262,3.70E-06,5.02E-05,0,1185.06458
16/9/1987,3.92E-05,857.750244,294.015289,3.02E-06,3.22E-05,0,1184.49255
17/9/1987,3.66E-05,859.041809,296.081055,6.29E-06,0.000139299,0,1188.04602
18/9/1987,3.43E-05,861.196106,295.040741,4.88E-06,4.90E-05,0,1192.23889
19/9/1987,3.79E-05,863.032715,296.685364,4.41E-06,4.91E-05,0,1192.95337
20/9/1987,3.39E-05,864.604492,293.343903,3.61E-06,6.78E-05,0,1194.43079
21/9/1987,3.59E-05,866.080505,294.454407,1.75E-06,8.39E-06,0,1194.35168
22/9/1987,3.85E-05,866.393616,293.549957,2.25E-06,8.82E-06,0,1191.78101
23/9/1987,3.22E-05,865.868652,293.749725,2.28E-06,7.93E-06,0,1189.35303
24/9/1987,4.34E-05,864.922424,292.774109,1.61E-06,9.44E-06,0,1186.86536
25/9/1987,3.79E-05,863.617859,293.569275,1.96E-07,1.35E-07,0,1183.7218
26/9/1987,4.20E-05,862.038208,294.483795,8.54E-09,0,0,1180.30676
27/9/1987,3.86E-05,860.237549,291.372803,1.47E-06,6.91E-06,0,1177.01013
28/9/1987,3.77E-05,858.431335,294.073578,2.60E-06,1.93E-05,0,1174.71814
29/9/1987,3.47E-05,856.749756,293.286407,1.64E-06,3.00E-06,0,1172.43225
30/9/1987,3.28E-05,855.369568,292.701599,7.84E-06,0.000117396,0,1174.04858
1/10/1987,3.95E-05,855.223145,287.599182,1.81E-06,9.10E-06,0,1175.68896
2/10/1987,5.03E-05,854.536438,287.052399,1.74E-07,2.39E-08,0,1172.53613
3/10/1987,3.89E-05,853.051514,286.953949,2.49E-06,1.59E-05,7.46E-10,1169.12476
4/10/1987,2.74E-05,851.494629,281.710602,3.50E-07,4.75E-07,0,1166.74951
5/10/1987,3.97E-05,849.93988,285.689606,1.96E-06,1.23E-05,0,1164.63611
6/10/1987,3.92E-05,848.210876,286.983429,5.67E-07,8.96E-07,0,1161.672
7/10/1987,4.29E-05,846.391479,289.334045,3.57E-06,3.10E-05,0,1159.44116
8/10/1987,3.05E-05,844.636353,284.48703,7.48E-07,1.58E-06,0,1157.3916
9/10/1987,3.33E-05,842.972473,283.766632,8.92E-07,3.11E-06,1.96E-08,1154.94983
10/10/1987,3.75E-05,841.274292,287.509766,7.04E-07,4.65E-06,0,1152.21509
11/10/1987,3.64E-05,839.508911,289.135284,2.64E-06,1.15E-05,0,1149.67188
12/10/1987,3.10E-05,837.735168,287.637848,6.06E-07,2.39E-06,0,1147.11719
13/10/1987,3.06E-05,835.936462,283.666687,9.37E-07,6.09E-06,0,1144.70764
14/10/1987,3.00E-05,834.155029,281.69632,2.52E-07,2.65E-07,0,1142.44702
15/10/1987,3.01E-05,832.432434,283.486877,1.38E-07,3.06E-07,0,1139.97546
16/10/1987,3.59E-05,830.674377,284.602539,3.16E-07,1.35E-06,3.00E-08,1137.2644
17/10/1987,3.28E-05,828.851013,287.414978,1.93E-06,8.10E-06,0,1134.65894
18/10/1987,3.36E-05,827.006836,288.110687,7.49E-07,1.74E-06,0,1132.0752
19/10/1987,3.07E-05,825.143677,287.540833,7.30E-08,1.05E-07,0,1129.4071
20/10/1987,3.63E-05,823.266113,287.943298,4.40E-07,1.12E-06,0,1126.58496
21/10/1987,2.72E-05,821.338562,285.476044,1.16E-06,8.69E-06,0,1124.01819
22/10/1987,2.42E-05,819.515991,278.905029,2.64E-07,5.01E-07,8.92E-09,1122.0531
23/10/1987,2.92E-05,817.971497,284.286316,5.22E-06,7.64E-05,5.84E-08,1122.98608
24/10/1987,3.46E-05,817.17688,286.5289,1.45E-06,6.63E-06,0,1123.66968
25/10/1987,2.77E-05,816.27301,287.944183,2.38E-06,9.18E-06,0,1121.37415
26/10/1987,2.49E-05,815.206177,284.051758,2.77E-07,3.29E-07,0,1119.49231
27/10/1987,2.60E-05,814.209473,285.555847,6.23E-06,9.79E-05,6.36E-08,1121.2887
28/10/1987,2.45E-05,813.992981,284.124847,2.87E-06,1.27E-05,0,1123.33423
29/10/1987,2.61E-05,813.667419,280.65564,2.36E-07,9.77E-08,0,1121.93152
30/10/1987,3.26E-05,812.986572,283.503632,7.38E-08,2.34E-07,1.60E-11,1119.47253
31/10/1987,3.09E-05,812.034973,287.896851,6.09E-07,2.98E-06,0,1116.82629
